sequence_length	density	radius_of_gyration	sphericity	surface_area_to_volume_ratio	euler_characteristic	inradius	circumradius	hydrodynamic_radius	Predicted_Disorder_Content_DT	Predicted_Disorder_Content_RF	Predicted_Disorder_Content_GB
516	0.9520579480862064	16.42428492378824	0.9049106786134452	0.167343178057914	-184	15.476055	31.457136	19.811051591228644	0.0423728813559322	0.11191278223519047	0.10445997572873214
975	0.8793765621084135	19.10590720797155	0.933169488997113	0.1293867117802804	-199	20.888773	37.082726	24.846833410900924	0.0824053452115813	0.09860841983187361	0.09632422901519622
1119	0.1755223432651899	37.95512333420364	0.8210614592952867	0.082290567622905	-157	33.723106	80.771774	44.40128406858426	0.5920792079207926	0.3253720312529095	0.31584936668007935
2346	0.4273896802522101	30.597362754021106	0.901337721891174	0.0782399596555072	-151	34.286377	74.36934	42.54074485381646	0.102362204724409	0.1012344412218683	0.12212230722267677
1554	0.4437997690271596	30.89441063336325	0.822440944181464	0.1001010990950418	-205	28.18852	71.0943	36.43994272856526	0.05419652906538829	0.08148751995886666	0.10230420161118688
1335	0.3619191962096291	31.641148857709585	0.8658975376091035	0.0924577580051938	-208	27.337072	68.210815	37.47238987962395	0.05419652906538829	0.09208190696799937	0.09309195529823618
516	0.1426616623519049	35.939117683991746	0.8295847939228419	0.100821454545109	-184	34.965614	65.061646	35.868029071194414	0.5920792079207926	0.43078319689658867	0.3490814686758823
3795	0.4877821915956338	36.8150596554581	0.9186002610571586	0.0677953761781145	-283	43.253433	82.0337	48.1719930870488	0.030378723912986495	0.04918349873837919	0.03003200080968335
690	0.9139320188168164	16.81694593445819	0.944447511977359	0.1447532413032615	-184	18.20669	28.568802	21.943966453322584	0.0869565217391304	0.16718077084751437	0.15194990550416365
378	0.4473716619405979	33.158997652893504	0.6840900511837169	0.1946552663217082	-139	14.005857	80.05937	22.52899519397296	0.09199790065405661	0.30457769371108767	0.2745386153646936
4743	0.1327638882886396	55.55088398709761	0.9568637208585844	0.0403782785254826	-376	68.465744	98.20754	77.6467650174272	0.012696894951298535	0.12965501813286281	0.0030615082847846703
2268	0.4210669652684798	30.64440554923405	0.9216137903865638	0.0767647805922263	-223	35.2519	66.89127	42.40433698306888	0.20325203252032503	0.10879280725675745	0.1199435332371074
825	0.5800788726165202	20.5074873450092	0.8670642673955542	0.1290882639994213	-157	19.866621	56.59475	26.802987601733477	0.05056810451899227	0.0831465813974223	0.022895996148456662
603	0.3168792967172688	29.73246200125675	0.7150286419984633	0.1428927147709394	-130	17.40058	77.55426	29.3621415943914	0.0796812749003984	0.32573325169463874	0.3404992419190159
384	0.4432863767108122	22.35024734987364	0.7817815643479795	0.165044088571517	-118	14.530586	65.11841	23.250690555712808	0.09199790065405661	0.12154594278818937	0.07882929224603828
4200	0.2354525016913997	42.14779040352703	0.9151295869024773	0.05282421005985	-232	53.12256	90.76983	62.0591248268292	0.24867047901419645	0.15327030234184508	0.18570431289242198
7905	0.2574018263169493	61.88999709006156	0.9023349814233032	0.0443022048891704	-376	53.601303	107.0746	75.04609851875557	0.0346666666666667	0.17948436007423565	0.06609674733010386
1209	0.2270912806058176	30.54245352488625	0.8789038042242479	0.0812067499460906	-142	38.06108	78.21929	42.032747697410166	0.5920792079207926	0.24444484264583058	0.20820546535061296
4695	0.1318193514808702	61.51896558996619	0.9137261679293636	0.0418286224712612	-349	64.53373	145.09271	78.49312679504233	0.045508470555376095	0.0896129948277024	0.042668544786590816
1521	0.1737187663712955	36.64362012896288	0.8610741030914403	0.0728128043184555	-217	44.40744	89.9293	47.84901135593926	0.3651094759290725	0.163498531923932	0.20581903613783467
4665	0.4429141322275468	39.46059052177908	0.8922180901048993	0.0636501158174224	-238	41.06102	93.67746	52.82640200473472	0.030378723912986495	0.04385349508105393	0.0840035594776608
1476	0.2021566457072792	35.74729270726817	0.8646102720795422	0.0752231861690852	-226	33.109047	76.85415	46.12635522908986	0.3651094759290725	0.16870948145816564	0.1637163777485995
1806	0.3863796875566969	36.75058653444345	0.8008413020151636	0.0932195734612879	-232	25.19587	85.74007	40.1853430621466	0.12339450707732728	0.07535872751351445	0.12230378533576303
4200	0.3194048049296319	52.269686268078985	0.8869096933196389	0.0597638811623383	-268	42.126827	87.51428	56.59825737641218	0.08531383203750503	0.10094278124886757	0.03732337481732592
1497	0.4930925912817473	26.739691755914805	0.8975209187015682	0.0960609764159731	-166	26.512964	60.40054	34.79602854383029	0.07466285228603185	0.11710938225964627	0.015086259710506464
813	0.3370313572074667	28.65693325963348	0.8139849756424165	0.1156262451307084	-154	26.266388	76.857216	31.87487155327537	0.0878378378378378	0.09859020853131166	0.16417737776689484
1557	0.2697207397854312	38.61050687427796	0.806074377980324	0.086086105077095	-211	22.935587	91.4458	43.232771656627214	0.08531383203750503	0.10413456048616364	0.07433603655926346
2112	0.2810211203095105	32.80895936773889	0.8701717825669236	0.0728729356422819	-235	37.801296	67.19871	47.30967813765701	0.08531383203750503	0.09755138159213717	0.029042138102073626
918	0.1415410094592561	54.12271201140792	0.7829005657848933	0.0844695129558995	-181	35.885662	103.027794	45.36434636667216	0.420180722891566	0.35275905351512565	0.28469379420588875
2769	0.1447170979198858	47.18515333321437	0.884600614246109	0.0530063082211918	-256	51.246216	103.135254	63.98032775687886	0.03806594448774644	0.19235905818191118	0.2006777947431902
1653	0.3500600660736036	32.45139899839637	0.8749756225488804	0.0858492666049485	-223	36.120674	70.892784	39.93822063523032	0.0391157295516894	0.059523744130112986	0.05253406133420605
300	0.1839753980120954	38.80010194697476	0.7460381937893503	0.1450529410224146	-115	22.62205	73.922775	27.722580547883773	0.47959183673469397	0.37668658559904983	0.30552143448840213
7662	0.3088556825154737	53.05959919148361	0.9260291607717156	0.0461137846706182	-421	57.41671	92.96131	70.25315367279252	0.424547283702213	0.17657398926294451	0.21311817247725562
411	0.2854873836515399	28.9363155715512	0.8365700860059815	0.1324686993967556	-142	22.782078	54.06164	27.0710843027894	0.175438596491228	0.24350423229253157	0.1048233790003927
1359	0.1693791758130254	38.12038656934492	0.876267760922643	0.0723725400284439	-190	40.430233	92.08741	47.3053876670158	0.3651094759290725	0.195325849450091	0.262758998455959
2682	0.1442024624631341	44.39272019000733	0.9104564426958424	0.0527266376942412	-262	47.7161	98.156044	62.49309062015198	0.03806594448774644	0.1980595473472788	0.22996231841315037
1350	0.6823537427073302	22.42334972641514	0.88649714317865	0.1121478488465021	-205	22.446705	56.499546	30.17539520398791	0.05419652906538829	0.09586655391743747	0.04568369978353643
1086	0.3631864627337904	25.29386671411152	0.8555560880794175	0.1012324182754694	-169	27.141388	82.27726	34.63802785392995	0.07466285228603185	0.08154355462822772	0.036455667783443696
936	0.2140030504577448	32.36367174644029	0.772979032070472	0.100637509526637	-139	22.991404	87.14069	38.56502885171618	0.5920792079207926	0.25705875639507797	0.16040606554725673
2367	0.1218432055601625	47.76099693900812	0.9302189840645312	0.050360878354222	-322	52.828007	93.163376	64.03873732352419	0.0284414106939704	0.19294032877488437	0.14674187017349447
3204	0.2005451726061206	58.03776783785656	0.7981125372263053	0.0623474496859979	-247	40.1633	151.64653	60.289048295696176	0.0140324963072378	0.12889939839355216	0.03318466514653133
639	0.2833841102516826	38.390514488085216	0.7027139382417641	0.1358773602483607	-166	16.524971	69.94325	31.419233503159653	0.0242825607064018	0.22462488072620626	0.19550763040455618
1521	0.225301142463225	41.93898061206055	0.8534755526373551	0.0782491232337967	-232	31.187582	87.47405	44.92113172509511	0.3651094759290725	0.2532395850947358	0.20543544872690886
555	0.7699391030477837	20.30823277217016	0.834147527405917	0.1664550433228423	-184	15.347969	48.36622	21.60635113838158	0.0272479564032698	0.10194743252284275	0.0829787523428741
2511	0.1244836701948619	46.4029450781759	0.936162779094866	0.0493840792739329	-262	54.73043	85.519646	64.89076940575099	1.0	0.2691072726363769	0.27196267733064355
981	0.390515944936119	28.045398982913085	0.8184812347342453	0.1110318177730745	-130	22.038176	67.86509	33.01148626865315	0.0878378378378378	0.09768473275102092	0.0842583150977504
2418	0.2506995753729027	38.987832546276174	0.8807766379451849	0.0674170203569016	-211	38.345715	85.74707	50.52262580388554	0.3651094759290725	0.13727027689040372	0.15895243515525917
2229	0.1686077394446309	39.07598249028205	0.936982256451794	0.0572792001484141	-286	46.73764	81.88984	55.89757188517447	0.01868706568756265	0.15116883344711382	0.11178672741964701
1521	0.7312463884164314	24.824074627865578	0.9096324912218504	0.1076821122621586	-235	23.671322	47.45535	30.62751238877765	0.05419652906538829	0.10319891100146045	0.05256144162525644
1044	0.968435855618182	19.45989130070961	0.9300009742182724	0.1320679465637103	-220	19.59803	31.86992	24.425329206416794	0.0824053452115813	0.09531631508162386	0.07208722078372458
771	0.1619035660820148	46.58514315965072	0.7234401479267154	0.1021949126309589	-181	19.8929	106.10413	40.57788167204352	0.0452961672473868	0.2705078369595403	0.15341995176610437
1176	0.6776448210958711	21.628672639277468	0.8974973713705198	0.1170014724398988	-163	18.961914	55.570545	28.56911203510528	0.05056810451899227	0.1188591399671234	0.03344498748053859
5415	0.23386765472568	47.60356438661644	0.9496995212311754	0.0462369385367824	-349	54.63815	94.838936	68.31970226017366	0.052941453060644156	0.24515009331976065	0.19584385662381149
987	0.362976770770738	25.09010211904062	0.8409443331845211	0.1068808167390836	-163	25.247858	76.56437	33.37753365730913	0.0878378378378378	0.11905014097669948	0.11905877051459288
417	0.1975190537539548	36.23624046305876	0.799091523431229	0.1227431342660666	-142	22.70697	61.03824	30.586340716964784	0.0733137829912024	0.29925724037086243	0.2558971578648941
894	0.3249610926632267	27.758475887321342	0.8478462271592311	0.1054143288329879	-172	27.968468	68.20642	33.56638061527702	0.04195969306012312	0.0783666640390575	0.06363718290850567
375	0.4853789312029952	22.7794609647096	0.8316967196926436	0.1617976333296544	-118	19.762342	42.132454	22.293800035183345	0.15587363550928948	0.13819763656471507	0.09819583308042241
1353	0.7251193093264656	22.072450600778623	0.8872076341701108	0.1148550052797185	-169	22.022606	56.25574	29.440559447168784	0.05056810451899227	0.0936033475455132	0.03069373365228671
318	1.1118048218326158	13.251995703678396	0.9115571067613328	0.20922782957117	-145	12.41843	24.115385	15.729608864391835	0.0533333333333333	0.1286471350689932	0.14272387292631547
1293	0.6796327673228318	24.419751389276435	0.8942760915626385	0.1128680127987982	-217	20.646729	47.14158	29.72204969053385	0.05419652906538829	0.09951527466152153	0.015530640466061419
2379	0.3276241690986166	36.27562081074976	0.8593829480040449	0.0749061231607231	-235	30.707634	82.04691	46.60335708127185	0.08531383203750503	0.07916646056726113	0.07522727563620417
3846	0.1690748170181993	52.264105264817424	0.885768045420401	0.0496318023108915	-289	43.009525	108.55028	68.24034276916821	0.03815115405305867	0.11476175467973017	0.07590845258717335
606	0.2536987132946459	60.12935639537302	0.6494819909074786	0.145336296388442	-166	17.479286	104.71501	31.78191432454766	0.0452961672473868	0.26943410777073773	0.202287885727719
1524	0.1393085904177059	52.58996508527444	0.8102926074047844	0.0703451146328018	-226	30.246628	113.620285	52.63146227726553	0.03806594448774644	0.2165095456828771	0.1625748546149696
1497	0.4817565581058365	25.74589647195338	0.8711862411870541	0.0985848102144275	-220	21.732676	71.06824	34.93013322827629	0.05419652906538829	0.07320607271549587	0.050875604339286375
804	0.5735421382350931	20.127405301215244	0.9072143923278622	0.1256310086522143	-238	20.588594	37.16699	26.32173283507678	0.05419652906538829	0.1211582979582787	0.1131138989335693
3660	0.242844573904651	42.08864660317935	0.9148768065932688	0.0550641477269869	-283	49.272224	85.08904	59.55109003146641	0.24867047901419645	0.17316851907897843	0.16115106771269935
2448	0.1471895930390226	40.95391525004166	0.8845184847790798	0.0560775355648665	-244	46.136814	103.25066	60.48189946757832	0.03806594448774644	0.10535708195932043	0.10192185179525652
1050	0.614518181525128	24.00130634829356	0.8667937778294348	0.1206025735767549	-187	24.306784	51.36106	28.69781913295924	0.12286900293492496	0.10442641312245197	0.061982262208851086
513	0.6953990831727791	19.96616615495172	0.8309265579073407	0.164294968906948	-169	16.118149	47.877426	21.975276598611583	0.15587363550928948	0.12172651918869927	0.08322645177632315
1818	0.1838920266029284	38.95793715358104	0.8431381437689909	0.069404831154548	-211	32.901344	98.750534	51.26639924877741	0.3651094759290725	0.12301740532900995	0.18534062452674144
2370	0.4626669959907629	32.316526826537746	0.8969290044428471	0.0799766951598822	-265	31.930378	66.01026	41.82151222810691	0.06344957852893915	0.05113443525696048	0.05093453917826502
1092	0.5500559293191224	24.461351586048195	0.9197806302300392	0.1084230292526176	-160	26.766876	45.624092	30.082606181549025	0.07466285228603185	0.1008736229859031	0.04043644921973766
1920	0.6254450411649585	25.588141809587672	0.905436036264075	0.0955630935253028	-196	25.574041	57.853622	34.67155174990296	0.08617116290806096	0.09001031781946195	0.055551767387477226
4797	0.1417973049167211	54.61250885597582	0.9558701108629776	0.0407767009583751	-409	69.25619	103.6332	76.96801506237736	0.10312499999999998	0.19273346284407492	0.34368032747262117
2412	0.2124861259398151	80.88202884125236	0.6605751627440438	0.0832302922930576	-190	67.40357	171.11583	54.565431568306096	0.0119521912350598	0.19031038388100108	0.059617576963869254
441	0.4054434912579955	26.310791343428	0.7750875227635191	0.1589141290652053	-151	16.655506	79.33018	24.35611393161259	0.0878378378378378	0.15547468065260722	0.09086538068413258
564	0.4985289937859255	23.034964848959785	0.8742883512680347	0.1363677316752793	-169	22.602947	39.913834	25.16256710690085	0.15587363550928948	0.14663710467839172	0.12651453716162003
3003	0.117747679034064	53.394987603369984	0.9365721551309116	0.0445961804041291	-325	54.30728	95.33929	71.82611049477926	0.041123144993533714	0.11030345895917615	0.0060086812546794825
3984	0.3963739689344093	44.08119165032472	0.8825716646906933	0.0657017389480187	-250	42.078598	92.17708	51.73618611452404	0.030378723912986495	0.029884644329577884	0.017568464124645865
780	0.4134815864804195	28.34215194815844	0.8390204714580717	0.1204373648899007	-163	22.43052	60.501274	29.68844510148578	0.0878378378378378	0.10905277469463338	0.09398784693607472
1188	0.4032434713724583	27.42907176928942	0.9056778543969036	0.0962017983780109	-208	27.51335	55.291164	34.432163783877925	0.05419652906538829	0.09780336766891914	0.09683460710341549
876	0.2545532049392441	30.71487236200707	0.8599236376975907	0.095575855741908	-163	27.415915	70.289764	36.50170681474998	0.5920792079207926	0.36316276571452066	0.3195783534616025
1725	0.606336357616861	32.495839551305195	0.877980018352557	0.1037489451971615	-214	24.975004	56.599663	32.9346409122914	0.05419652906538829	0.09823587299856387	0.039644120068432855
1386	0.721746128166407	23.14437927023049	0.9170595981391806	0.1110356777073821	-172	21.57341	47.463768	29.461926820075423	0.0943952802359882	0.1188462814471816	0.05046947891936125
1632	0.3177973223717565	28.65689477737737	0.9061371519899524	0.0797651073067273	-202	36.488926	64.84038	41.50633279734401	0.026131135920706604	0.08122074294398554	0.04277724976627026
1335	0.1368364025310127	37.106506853189	0.920378561292192	0.0650701381226895	-268	38.145176	74.04064	50.09253752378061	0.1264222814510736	0.22675311340468413	0.2415230808171163
1560	0.2499788541914696	39.81930678666359	0.8691700603878408	0.0779618045065457	-235	37.576572	75.192085	44.27255782535073	0.5920792079207926	0.2831993403596551	0.22399578230460804
1452	0.1279076929901268	41.00757285385154	0.8752016129849387	0.0657980765737762	-280	40.75885	87.2239	52.095468367915885	0.28480132055308555	0.1662189714992367	0.1766016947158648
2259	0.2425996851823508	37.75314536586812	0.917228874631031	0.0658436274281356	-259	37.842545	77.42721	49.67407491004564	0.3651094759290725	0.16190751451757437	0.1341889605794947
1923	0.5611998724358546	29.89126835861468	0.880426547602928	0.0949929206671903	-262	24.691456	65.10973	35.870454918247475	0.05419652906538829	0.058786479834590996	0.06638395780506083
2793	0.1114577977752924	53.84091779249874	0.9434318248248944	0.0461701274702853	-313	55.144466	96.21071	68.87310439969106	0.12532637075718	0.1662062351706288	0.1310787409458163
1767	0.5238118404349497	33.60182613329658	0.8953184319243974	0.0932402224185575	-253	32.257557	56.447033	35.936884885083934	0.0391157295516894	0.06329223701177959	0.035217335428050715
1164	0.5877395275783526	23.430091578974164	0.8749827904080657	0.1143955184052294	-175	24.462534	56.35635	29.971793573725304	0.12286900293492496	0.10037732496980135	0.04839435157050803
1290	0.1844999504336443	45.8038951554195	0.865841240237228	0.0755308826870179	-238	33.995598	82.082695	45.87313563340247	0.3651094759290725	0.2963281964932326	0.33140630520021863
1692	0.3890384123561165	27.807564330692333	0.883264381668009	0.0876675090687922	-187	30.057829	63.94703	38.74287722064517	0.127659574468085	0.09624787771728342	0.0940130446178376
1485	0.2554951952090454	42.54758851557448	0.8545131403013657	0.0807005752966875	-211	29.753168	80.07795	43.50366825962795	0.5920792079207926	0.3342809103437593	0.3415805233879014
1989	0.2427809373764249	45.35550806848735	0.8549653064035957	0.0718329571276022	-235	38.721165	84.73705	48.8482508924178	0.3651094759290725	0.18604612352462543	0.24134300010961185
837	0.2316921376649717	34.34390646119195	0.8660773952066289	0.0936930093228444	-202	27.94583	69.33932	36.970673553643536	0.5920792079207926	0.3497621829000978	0.2388402915363809
471	0.4526944740080057	25.044812505880213	0.8464804540057029	0.1456090572541907	-148	19.558453	45.705036	24.339739755380087	0.15587363550928948	0.14086047328253748	0.1154041264039829
3348	0.0715378983274622	89.72601592042986	0.774807756080553	0.0444914273587059	-244	63.82904	204.58492	87.02638754057588	0.138646288209607	0.2826142346258332	0.4303601001386599
2196	0.2556285313766852	41.41984396861916	0.8454827568561849	0.0715428201533903	-226	39.03208	99.04311	49.5964331485006	0.463186077643909	0.27439538814522124	0.3549056210162693
2718	0.4516583427489187	36.23725157155431	0.8936769982558861	0.0774184180226149	-277	37.455395	63.029823	43.36070971645501	0.030378723912986495	0.045397703407160185	0.0476780441479273
621	0.4671779331860277	22.24521294635447	0.8090594246234744	0.1440442541911883	-133	18.377922	69.34497	25.742154593849893	0.09199790065405661	0.09847884705323606	0.08288411239358721
597	0.4118071262872891	29.253741979267264	0.7782870217837525	0.1417076812781498	-196	21.562088	72.301125	27.20120067057977	0.479166666666667	0.1822014262622787	0.20289747479878945
2247	0.0955221269542642	58.92148292087909	0.8831911856474852	0.0494474395225934	-274	48.094913	125.414474	68.6946192378898	0.0052910052910052	0.2336126469722151	-0.034965786792361994
750	0.1322369317791012	36.6447212189303	0.8455104007771704	0.0839220892147873	-154	40.169662	91.122604	42.27912722050089	0.5920792079207926	0.4083245246589235	0.3277597859415768
1071	0.2266492463521722	41.38406059430265	0.7765233239356159	0.0949628033882209	-187	29.455444	86.30748	40.68302362914516	0.5920792079207926	0.21632987658713196	0.22028286503995267
2040	0.5042360613894304	29.831317723378	0.8945283363978176	0.0872133762871086	-193	27.595022	73.60616	38.45422407285759	0.09682964094728803	0.09318735179679266	0.08386411063487126
3399	0.2576375239780439	59.1163052182334	0.8378859114317305	0.0629294933804359	-298	48.13942	107.466064	56.89605191321252	0.0346666666666667	0.16580797771579828	0.05951052235927462
1923	0.5561760363873287	29.78338692952876	0.8728939672149576	0.0956610052599181	-247	23.498787	63.26	35.92732001353461	0.05419652906538829	0.08281623594324468	0.056172494022747536
408	0.2923975218388289	28.279061298460736	0.7805237145081223	0.1434599719449672	-145	14.246535	57.786564	26.79195533159716	0.175438596491228	0.1479476573551065	0.09845358279784698
645	0.6200190959500296	22.49674486405801	0.8042984570558405	0.1539740544546891	-172	14.800659	72.99176	24.224592118959546	0.12286900293492496	0.07823453647401539	0.07363015247270291
7005	0.3249204966983482	52.20179757480665	0.8573861470996568	0.0516872031938498	-274	57.522373	120.578766	67.69580537723223	0.275205761316872	0.1964209044851488	0.17656956580832378
2760	0.0880324891168941	63.99322559599626	0.9056776257198742	0.0433760719272092	-286	55.33767	133.7664	76.36553443520783	0.0693387946167349	0.2959252847592684	0.049130677021632506
4200	0.0924844538098016	77.08235676506757	0.8226729179431004	0.0421220327690277	-241	73.3073	179.46965	86.57345151133258	0.0157710280373832	0.10656151103424148	-0.04117717402356766
1620	0.380285593862374	32.669417779468546	0.8920305367929888	0.0863221001702545	-205	34.225998	58.882847	38.96005263824185	0.0391157295516894	0.07321656760693275	0.03989342263609487
2379	0.1532523328945012	46.31695058478854	0.9112782734350026	0.0550730550225586	-277	53.649765	97.28825	59.776580852178505	0.03806594448774644	0.16072788396554222	0.1892417066090411
4200	0.2373144257559572	42.20027555959676	0.8973047107926333	0.0540706348886496	-274	51.688103	88.39145	61.83293164661434	0.24867047901419645	0.24024130965888735	0.2386645478998734
864	0.4451314744449807	23.50756261445692	0.8256872093731512	0.1223375794706579	-142	21.554935	59.538303	29.699272709761814	0.09199790065405661	0.09123224247612777	0.05880962455900849
762	0.2591913788989335	28.398902806208987	0.8170889649650338	0.1070885672939702	-181	23.433498	69.08515	34.28536688293815	0.0778688524590164	0.30416379150689643	0.129437627070274
2178	0.1169609747169897	53.1368001242673	0.8931380282947166	0.0529094263227169	-313	43.233757	112.6834	63.4847802707475	0.2183458115774677	0.3356505786301779	0.3000260230477325
672	0.3476376361866681	64.13103671478319	0.6576973657096181	0.1507746181182729	-190	18.207735	118.39268	30.252893267153425	0.236994219653179	0.3154765314715813	0.33948413358644036
1560	0.4631187976401348	26.33092683709573	0.8794598285634936	0.0954550344595069	-208	28.26193	66.70822	35.73603864887842	0.05419652906538829	0.08065445095997627	0.06074285941616472
6117	0.1499654048709801	62.87800140666239	0.960579559323284	0.0377950551483108	-427	70.37054	106.16528	82.63288781204893	0.597826086956522	0.3933305943025746	0.3859629496734247
4617	0.1652792168705864	50.66375893030102	0.9595057323876132	0.0432857611626565	-481	63.156464	90.912895	72.23183071940879	0.0122191564840363	0.1811819084397902	0.1669803323474897
1260	0.6624528132957941	24.888670232161328	0.8574566814399341	0.1155477872789497	-199	15.709645	49.14336	30.279411680499464	0.05419652906538829	0.11039492668344884	0.029331889617789583
1632	0.2406719462309816	38.18839476322834	0.8850298696085629	0.0736452154852864	-271	31.80653	84.27396	46.02764863855814	0.3651094759290725	0.1816421979767343	0.16137648294982673
4200	0.2686175454010879	55.9139792357358	0.8681993087194513	0.0585265737928833	-271	47.59009	93.59249	59.040322107277	0.08531383203750503	0.08783523247915834	0.046218021139302706
1056	0.113581317323977	44.07206203867516	0.8948865440917594	0.0671231260805005	-202	31.486916	72.53185	49.94374475865628	0.1264222814510736	0.3024971350497101	0.30420965372449943
1176	0.3541887876699213	26.36159643190654	0.8889289653509739	0.0944221002383453	-175	30.630787	56.444035	35.74213910752104	0.055466725545192525	0.09023156056868013	0.0687297512632884
1626	0.3146527733698916	33.38789278927178	0.8171025475145548	0.0873747441155118	-205	26.985748	97.696846	42.02026368080723	0.05419652906538829	0.08143356596084829	0.11898780520863561
4008	0.1333167751369932	53.7738070252173	0.945781700772958	0.0428892092372531	-409	55.833553	99.56509	73.95751473503411	0.10312499999999998	0.18194587571355617	0.3822515480209166
324	1.0303168492825951	13.24835248458172	0.9144269688930888	0.2031601157274866	-121	14.107279	28.645626	16.148559093579934	0.0533333333333333	0.12868038155360043	0.13315396280691935
645	0.5146659255895908	28.664029983598876	0.7912830052889922	0.1457640261925255	-157	15.684746	69.168434	26.009922660432544	0.1513495619644463	0.08769238836016059	0.06669079994929704
675	0.3072263869209351	23.004375197846397	0.8205642880921311	0.1187120528042309	-109	16.621943	71.74136	30.797383969646127	0.0950226244343891	0.14013845574182762	0.12056149382345202
444	0.3378018172699703	25.773039249679176	0.8350082109579742	0.1376094892186066	-157	19.953554	63.715744	26.10851229903035	0.0878378378378378	0.18236998253609082	0.11607529820817686
1860	0.4368644823834036	36.13948463261982	0.8246583741981397	0.0926665770905047	-226	26.831322	73.5255	39.25762840319586	0.12339450707732728	0.09129678894160975	0.12582080390880415
897	0.5155554116196741	26.032701023308636	0.8631764535946023	0.1207057060949513	-184	22.568672	56.862133	28.79346089473872	0.1513495619644463	0.09878977379728027	0.09654744605767057
1788	0.1525793161391204	41.31155445881012	0.9286583567729952	0.0601827186761189	-283	41.28967	71.78646	53.67764836361364	0.0411764705882353	0.3612118031084136	0.272176369126082
3207	0.1963671065674536	42.75571075316563	0.8976958523654316	0.0547188997159142	-310	52.737118	95.700226	61.073763087761925	0.24867047901419645	0.20458295247863437	0.16729281921656006
2409	0.1844063147241164	40.19159687934542	0.8886091042955869	0.0598065283275632	-193	46.433125	81.36872	56.44973443553554	0.3651094759290725	0.25310647371724243	0.29805027247988075
1572	0.2385309295191703	46.810572097650194	0.8174268995161222	0.0807710485375354	-169	37.330994	89.059975	45.43772814125808	0.3651094759290725	0.2017649226212642	0.1705273052284876
2646	0.2025469945716623	50.86086142156817	0.8690530393117836	0.0614169467214794	-244	41.663242	107.229996	56.20652683676195	0.3651094759290725	0.15932320129078822	0.0503755613592572
726	0.1154226421884509	35.86767447273717	0.8747023676934843	0.0805332388453823	-196	33.360146	71.999756	42.58785698036998	0.5920792079207926	0.39772882783471897	0.2876888910854138
594	0.6021667111963864	26.3134303501485	0.7956905530003933	0.159075350622017	-145	17.240519	61.460052	23.70140894753801	0.12286900293492496	0.09630487569277064	0.089173413342247
1695	0.304276004157649	32.625576404956746	0.853930153108986	0.0818249843289093	-208	34.612797	73.707344	42.935149033016295	0.08531383203750503	0.08773638529116037	0.0909486625322908
951	0.5543946722901536	22.948160500595773	0.9203908994544434	0.1120845912488348	-232	17.443323	44.330673	29.080577483068996	0.05419652906538829	0.1107360459975551	0.07693469739463017
1560	0.1523745713161823	41.446639152040326	0.8966462447131536	0.0658615481878432	-280	37.824722	77.61654	50.800523235837055	0.225045372050817	0.3789736457900487	0.30781918441385936
1260	0.2517433402583861	33.62441232308427	0.8972496787975924	0.0816368096489173	-256	34.68844	78.56327	40.95641349317595	0.5920792079207926	0.3162105559740421	0.36419580791224454
1185	0.1531589058632342	43.10799508525992	0.8920088275340711	0.0704195612097772	-205	37.171154	77.58697	47.75939182881254	0.759493670886076	0.3910823179567848	0.37450250586487566
6408	0.4123391417134783	45.93982554967084	0.9099703140144216	0.0547543961584523	-313	49.076427	103.146065	60.21088855772277	0.030378723912986495	0.06887855373378617	0.050494611690787936
1635	0.3103856185506088	30.25013114602212	0.8827365717774537	0.081380219955208	-265	34.81525	69.17441	41.76103711352916	0.06344957852893915	0.09295816436616548	0.09761922844679928
2460	0.163026795139602	49.89455669599055	0.9102716083514876	0.0549438878226464	-265	51.21348	92.88558	59.983371244984205	0.367073170731707	0.2938867902491962	0.302659310249011
783	0.5915911699511843	21.30614478594827	0.861805780304174	0.1320014415748209	-166	17.070145	48.951508	26.371399501324635	0.0272479564032698	0.0951492281411954	0.03102580258650546
2019	0.1322402756665056	53.391402835964776	0.883329178311598	0.0574005194709461	-250	47.66775	107.436516	59.16745042790407	0.03806594448774644	0.25696670497209473	0.2536948394590701
2994	0.189419015221963	42.88197971782735	0.9328514721875888	0.0533977196224245	-286	49.828648	82.74168	60.22628054160377	0.01868706568756265	0.1593004721338894	0.13925309311478254
2016	0.2516700586772422	36.32211190329813	0.8993888490277814	0.070109008137307	-223	36.00626	73.90639	47.57731541464881	0.3651094759290725	0.17768837526136438	0.16765566564387765
1140	0.6814286498026382	21.404923046174435	0.8969582544391215	0.1178470133667733	-178	22.092257	43.01403	28.38117968510256	0.20279720279720298	0.15265238611716414	0.11217047843489913
2169	0.209755922936037	65.82970791381416	0.7478740266984606	0.076068375856661	-226	32.0034	148.53116	52.73375053691694	0.0119521912350598	0.1404182233382424	0.0879551649403294
708	0.2425698522371831	32.026412590895	0.7969561804332426	0.1102588744641501	-139	28.334337	92.15291	34.140765684453946	0.5920792079207926	0.2541140039277037	0.2733000484529329
783	0.7902380308243286	18.47263387480526	0.8902176003235829	0.1451103278958069	-151	17.760414	37.141144	23.22345092576935	0.15587363550928948	0.14268600082650543	0.07661754281497443
363	0.7970026267762694	15.017286363100936	0.8968184231395472	0.1814270897720472	-148	14.702835	33.036438	18.4380334789818	0.15587363550928948	0.14309069936396676	0.12097117419714386
